timestamp,emotion,score,blink_count
2025-12-04T01:24:36.594772,neutral,0.0,0
2025-12-04T01:24:36.826858,neutral,0.0,0
2025-12-04T01:24:37.084494,neutral,0.0,0
2025-12-04T01:24:37.331466,neutral,0.0,0
2025-12-04T01:24:37.570953,neutral,0.0,0
2025-12-04T01:24:37.807533,neutral,0.0,0
2025-12-04T01:24:38.062922,neutral,0.0,0
2025-12-04T01:24:38.344578,neutral,0.0,0
2025-12-04T01:24:38.592279,neutral,0.0,0
2025-12-04T01:24:38.842987,neutral,0.0,0
2025-12-04T01:45:48.087963,neutral,0.0,0
2025-12-04T01:45:48.356357,neutral,0.0,0
2025-12-04T01:45:48.590911,neutral,0.0,0
2025-12-04T01:45:48.810354,neutral,0.0,0
2025-12-04T01:45:49.043405,neutral,0.0,0
2025-12-04T01:45:49.296614,neutral,0.0,0
2025-12-04T01:45:49.508178,neutral,0.0,0
2025-12-04T01:45:49.618056,neutral,0.0,0
2025-12-04T01:45:49.764327,neutral,0.0,0
2025-12-04T01:45:50.024891,neutral,0.0,0
2025-12-04T01:45:50.292886,neutral,0.0,0
2025-12-04T01:45:50.541367,neutral,0.0,0
2025-12-04T01:45:50.792872,neutral,0.0,0
2025-12-04T01:45:51.032240,neutral,0.0,0
2025-12-04T01:45:51.329204,neutral,0.0,0
2025-12-04T01:45:51.563606,neutral,0.0,0
2025-12-04T01:45:51.638695,neutral,0.0,0
2025-12-04T01:45:51.903966,neutral,0.0,0
2025-12-04T01:45:51.930984,neutral,0.0,0
2025-12-04T01:45:52.237249,neutral,0.0,0
2025-12-04T01:45:52.250152,neutral,0.0,0
2025-12-04T01:45:52.500517,neutral,0.0,0
2025-12-04T01:45:52.791108,neutral,0.0,0
2025-12-04T01:45:53.216087,neutral,0.0,0
2025-12-04T01:45:53.243024,neutral,0.0,0
2025-12-04T01:45:53.527007,neutral,0.0,0
2025-12-04T01:45:53.625756,neutral,0.0,0
2025-12-04T01:45:53.824995,neutral,0.0,0
2025-12-04T01:45:54.125146,neutral,0.0,0
2025-12-04T01:45:54.430195,neutral,0.0,0
2025-12-04T01:45:54.714003,neutral,0.0,0
2025-12-04T01:45:54.997701,neutral,0.0,0
2025-12-04T01:45:55.277893,neutral,0.0,0
2025-12-04T01:45:55.563887,neutral,0.0,0
2025-12-04T01:45:55.844760,neutral,0.0,0
2025-12-04T01:45:56.123271,neutral,0.0,0
2025-12-04T01:45:56.390138,neutral,0.0,0
2025-12-04T01:45:56.660458,neutral,0.0,0
2025-12-04T01:45:56.923745,neutral,0.0,0
2025-12-04T01:45:57.319566,neutral,0.0,0
2025-12-04T01:45:57.596670,neutral,0.0,0
2025-12-04T01:45:57.771145,neutral,0.0,0
2025-12-04T01:45:57.947206,neutral,0.0,0
2025-12-04T01:45:58.066324,neutral,0.0,0
2025-12-04T01:45:58.127859,neutral,0.0,0
2025-12-04T01:45:58.161859,neutral,0.0,0
2025-12-04T01:45:58.304388,neutral,0.0,0
2025-12-04T01:45:58.355903,neutral,0.0,0
2025-12-04T01:45:58.464479,neutral,0.0,0
2025-12-04T01:45:58.521010,neutral,0.0,0
2025-12-04T01:45:58.610527,neutral,0.0,0
2025-12-04T01:45:58.758283,neutral,0.0,0
2025-12-04T01:45:58.904858,neutral,0.0,0
2025-12-04T01:45:59.087906,neutral,0.0,0
2025-12-04T01:45:59.230589,neutral,0.0,0
2025-12-04T01:45:59.366592,neutral,0.0,0
2025-12-04T01:45:59.455106,neutral,0.0,0
2025-12-04T01:45:59.503862,neutral,0.0,0
2025-12-04T01:45:59.587779,neutral,0.0,0
2025-12-04T01:45:59.645436,neutral,0.0,0
2025-12-04T01:45:59.767066,neutral,0.0,0
2025-12-04T01:45:59.933522,neutral,0.0,0
2025-12-04T01:46:00.113584,neutral,0.0,0
2025-12-04T01:46:00.589386,neutral,0.0,0
